      3.14159       3.82800     271.90000
      2.69279       3.82800     271.90000
      2.24399       3.82800     271.90000
      1.79520       3.82800     271.90000
      1.34640       3.82800     271.90000
      0.89760       3.82800     271.90000
      0.44880       3.82800     271.90000
      0.00000       3.82800     271.90000
      3.14159       4.27543     271.89996
      2.69279       4.27543     271.89997
      2.24399       4.27543     271.90000
      1.79520       4.27543     271.90001
      1.34640       4.27543     271.90001
      0.89760       4.27543     271.90000
      0.44880       4.27543     271.89997
      0.00000       4.27543     271.89996
      3.14159       4.72286     264.68584
      2.69279       4.72286     267.14434
      2.24399       4.72286     271.43857
      1.79520       4.72286     273.65232
      1.34640       4.72286     273.65232
      0.89760       4.72286     271.43857
      0.44880       4.72286     267.14434
      0.00000       4.72286     264.68584
      3.14159       5.17029     208.39072
      2.69279       5.17029     230.03391
      2.24399       5.17029     267.83786
      1.79520       5.17029     287.32642
      1.34640       5.17029     287.32642
      0.89760       5.17029     267.83785
      0.44880       5.17029     230.03390
      0.00000       5.17029     208.39072
      3.14159       5.61771     207.90000
      2.69279       5.61771     229.71042
      2.24399       5.61771     267.80647
      1.79520       5.61771     287.44562
      1.34640       5.61771     287.44562
      0.89760       5.61771     267.80646
      0.44880       5.61771     229.71041
      0.00000       5.61771     207.90000
      3.14159       6.06514     207.90000
      2.69279       6.06514     229.71042
      2.24399       6.06514     267.80647
      1.79520       6.06514     287.44562
      1.34640       6.06514     287.44562
      0.89760       6.06514     267.80646
      0.44880       6.06514     229.71041
      0.00000       6.06514     207.90000
      3.14159       6.51257     207.90000
      2.69279       6.51257     229.71042
      2.24399       6.51257     267.80647
      1.79520       6.51257     287.44562
      1.34640       6.51257     287.44562
      0.89760       6.51257     267.80646
      0.44880       6.51257     229.71041
      0.00000       6.51257     207.90000
      3.14159       6.96000     207.90000
      2.69279       6.96000     229.71042
      2.24399       6.96000     267.80647
      1.79520       6.96000     287.44562
      1.34640       6.96000     287.44562
      0.89760       6.96000     267.80646
      0.44880       6.96000     229.71041
      0.00000       6.96000     207.90000
