    0.1572000     3.1170490     0.0244100
    0.1572000     3.0925053     0.0487698
    0.1572000     3.0679616     0.0730742
    0.1572000     3.0434179     0.0973287
    0.1572000     3.0188742     0.1215343
    0.1572000     2.9943305     0.1456853
    0.1572000     2.9697868     0.1697691
    0.1572000     2.9452431     0.1937656
    0.1572000     2.9206994     0.2176474
    0.1572000     2.8961557     0.2413805
    0.1572000     2.8716120     0.2649249
    0.1572000     2.8470683     0.2882354
    0.1572000     2.8225246     0.3112634
    0.1572000     2.7979810     0.3339582
    0.1572000     2.7734373     0.3562684
    0.1572000     2.7488936     0.3781435
    0.1572000     2.7243499     0.3995355
    0.1572000     2.6998062     0.4203997
    0.1572000     2.6752625     0.4406958
    0.1572000     2.6507188     0.4603887
    0.1572000     2.6261751     0.4794496
    0.1572000     2.6016314     0.4978562
    0.1572000     2.5770877     0.5155937
    0.1572000     2.5525440     0.5326554
    0.1572000     2.5280003     0.5490434
    0.1572000     2.5034566     0.5647689
    0.1572000     2.4789130     0.5798514
    0.1572000     2.4543693     0.5943184
    0.1572000     2.4298256     0.6082026
    0.1572000     2.4052819     0.6215399
    0.1572000     2.3807382     0.6343654
    0.1572000     2.3561945     0.6467105
    0.1572000     2.3316508     0.6585963
    0.1572000     2.3071071     0.6700475
    0.1572000     2.2825634     0.6810242
    0.1572000     2.2580197     0.6916389
    0.1572000     2.2334760     0.7016748
    0.1572000     2.2089323     0.7109755
    0.1572000     2.1843886     0.7217684
    0.1572000     2.1598449     0.7261657
    0.1572000     2.1353013     0.7390294
    0.1572000     2.1107576     0.7471318
    0.1572000     2.0862139     0.7435808
    0.1572000     2.0616702     0.7549635
    0.1572000     2.0371265     0.7515792
    0.1572000     2.0125828     0.7371196
    0.1572000     1.9880391     0.7297013
    0.1572000     1.9634954     0.7323659
    0.1572000     1.9389517     0.7400722
    0.1572000     1.9144080     0.7488603
    0.1572000     1.8898643     0.7571431
    0.1572000     1.8653206     0.7644929
    0.1572000     1.8407769     0.7708329
    0.1572000     1.8162333     0.7761635
    0.1572000     1.7916896     0.7804974
    0.1572000     1.7671459     0.7838476
    0.1572000     1.7426022     0.7862252
    0.1572000     1.7180585     0.7876392
    0.1572000     1.6935148     0.7880960
    0.1572000     1.6689711     0.7876000
    0.1572000     1.6444274     0.7861537
    0.1572000     1.6198837     0.7837588
    0.1572000     1.5953400     0.7804234
    0.1572000     1.5707963     0.7775863
    0.1572000     1.5462526     0.7804316
    0.1572000     1.5217089     0.7837753
    0.1572000     1.4971652     0.7861786
    0.1572000     1.4726216     0.7876330
    0.1572000     1.4480779     0.7881370
    0.1572000     1.4235342     0.7876879
    0.1572000     1.3989905     0.7862813
    0.1572000     1.3744468     0.7839105
    0.1572000     1.3499031     0.7805664
    0.1572000     1.3253594     0.7762378
    0.1572000     1.3008157     0.7709114
    0.1572000     1.2762720     0.7645744
    0.1572000     1.2517283     0.7572261
    0.1572000     1.2271846     0.7489428
    0.1572000     1.2026409     0.7401516
    0.1572000     1.1780972     0.7324379
    0.1572000     1.1535536     0.7297631
    0.1572000     1.1290099     0.7371787
    0.1572000     1.1044662     0.7516520
    0.1572000     1.0799225     0.7550311
    0.1572000     1.0553788     0.7435980
    0.1572000     1.0308351     0.7471720
    0.1572000     1.0062914     0.7390428
    0.1572000     0.9817477     0.7261371
    0.1572000     0.9572040     0.7217481
    0.1572000     0.9326603     0.7109201
    0.1572000     0.9081166     0.7016009
    0.1572000     0.8835729     0.6915439
    0.1572000     0.8590292     0.6809070
    0.1572000     0.8344855     0.6699110
    0.1572000     0.8099419     0.6584419
    0.1572000     0.7853982     0.6465408
    0.1572000     0.7608545     0.6341826
    0.1572000     0.7363108     0.6213460
    0.1572000     0.7117671     0.6079990
    0.1572000     0.6872234     0.5941058
    0.1572000     0.6626797     0.5796300
    0.1572000     0.6381360     0.5645384
    0.1572000     0.6135923     0.5488035
    0.1572000     0.5890486     0.5324057
    0.1572000     0.5645049     0.5153343
    0.1572000     0.5399612     0.4975877
    0.1572000     0.5154175     0.4791730
    0.1572000     0.4908739     0.4601054
    0.1572000     0.4663302     0.4404076
    0.1572000     0.4417865     0.4201085
    0.1572000     0.4172428     0.3992433
    0.1572000     0.3926991     0.3778521
    0.1572000     0.3681554     0.3559792
    0.1572000     0.3436117     0.3336726
    0.1572000     0.3190680     0.3109822
    0.1572000     0.2945243     0.2879592
    0.1572000     0.2699806     0.2646540
    0.1572000     0.2454369     0.2411152
    0.1572000     0.2208932     0.2173876
    0.1572000     0.1963495     0.1935116
    0.1572000     0.1718058     0.1695218
