0.133600000D+01 0.372561843D+00 0.410496791D+00 0.342212174D+00 0.857570105D-02 -.681652577D-02
0.134400000D+01 0.372432183D+00 0.410587428D+00 0.340494842D+00 0.858546660D-02 -.679641784D-02
0.135200000D+01 0.372302722D+00 0.410683195D+00 0.338729345D+00 0.860807531D-02 -.677057875D-02
0.136000000D+01 0.372172332D+00 0.410783142D+00 0.336913413D+00 0.863929536D-02 -.674527551D-02
0.136800000D+01 0.372039878D+00 0.410886317D+00 0.335044762D+00 0.867397986D-02 -.672381986D-02
0.137600000D+01 0.371904218D+00 0.410991765D+00 0.333121088D+00 0.870991315D-02 -.670829402D-02
0.138400000D+01 0.371764204D+00 0.411098522D+00 0.331140071D+00 0.874295050D-02 -.669856953D-02
0.139200000D+01 0.371618676D+00 0.411205615D+00 0.329099373D+00 0.877754059D-02 -.669816789D-02
0.140000000D+01 0.371466463D+00 0.411312065D+00 0.326996636D+00 0.880217618D-02 -.670292222D-02
0.140800000D+01 0.371306381D+00 0.411416875D+00 0.324829487D+00 0.882252919D-02 -.671015290D-02
0.141600000D+01 0.371137232D+00 0.411519040D+00 0.322595531D+00 0.884363503D-02 -.672522353D-02
0.142400000D+01 0.370957803D+00 0.411617538D+00 0.320292359D+00 0.886565518D-02 -.675004113D-02
0.143200000D+01 0.370766863D+00 0.411711332D+00 0.317917545D+00 0.888156275D-02 -.676672692D-02
0.144000000D+01 0.370563169D+00 0.411799371D+00 0.315468652D+00 0.889659038D-02 -.678965737D-02
0.144800000D+01 0.370345466D+00 0.411880592D+00 0.312943236D+00 0.890510672D-02 -.680838552D-02
0.145600000D+01 0.370112487D+00 0.411953918D+00 0.310338850D+00 0.890532473D-02 -.682086647D-02
0.146400000D+01 0.369862955D+00 0.412018264D+00 0.307653043D+00 0.890831516D-02 -.683096053D-02
0.147200000D+01 0.369595583D+00 0.412072531D+00 0.304883357D+00 0.891608606D-02 -.683622857D-02
0.148000000D+01 0.369309074D+00 0.412115608D+00 0.302027322D+00 0.892874675D-02 -.684154133D-02
0.148800000D+01 0.369002114D+00 0.412146369D+00 0.299082457D+00 0.894392012D-02 -.684984814D-02
0.149600000D+01 0.368673371D+00 0.412163670D+00 0.296046261D+00 0.896458553D-02 -.686273396D-02
0.150400000D+01 0.368321490D+00 0.412166341D+00 0.292916213D+00 0.899228774D-02 -.687734015D-02
0.151200000D+01 0.367945093D+00 0.412153191D+00 0.289689771D+00 0.902754191D-02 -.689549988D-02
0.152000000D+01 0.367542774D+00 0.412122997D+00 0.286364366D+00 0.906544874D-02 -.691363899D-02
0.152800000D+01 0.367113093D+00 0.412074506D+00 0.282937405D+00 0.910767604D-02 -.693452021D-02
0.153600000D+01 0.366654581D+00 0.412006432D+00 0.279406267D+00 0.915170858D-02 -.695750262D-02
0.154400000D+01 0.366165732D+00 0.411917453D+00 0.275768308D+00 0.919543165D-02 -.698063621D-02
0.155200000D+01 0.365645005D+00 0.411806208D+00 0.272020856D+00 0.923867411D-02 -.700383528D-02
0.156000000D+01 0.365090826D+00 0.411671303D+00 0.268161222D+00 0.928318491D-02 -.702892938D-02
0.156800000D+01 0.364501580D+00 0.411511302D+00 0.264186699D+00 0.932759676D-02 -.704851640D-02
0.157600000D+01 0.363875622D+00 0.411324733D+00 0.260094566D+00 0.936933214D-02 -.707056077D-02
0.158400000D+01 0.363211270D+00 0.411110087D+00 0.255882096D+00 0.941084558D-02 -.708861721D-02
0.159200000D+01 0.362506810D+00 0.410865821D+00 0.251546553D+00 0.944648499D-02 -.710111639D-02
0.160000000D+01 0.361760503D+00 0.410590357D+00 0.247085203D+00 0.947874130D-02 -.711716563D-02
0.160800000D+01 0.360970580D+00 0.410282088D+00 0.242495316D+00 0.950602768D-02 -.712678654D-02
0.161600000D+01 0.360135252D+00 0.409939377D+00 0.237774169D+00 0.952743978D-02 -.713656655D-02
0.162400000D+01 0.359252707D+00 0.409560565D+00 0.232919055D+00 0.954483765D-02 -.714704561D-02
0.163200000D+01 0.358321119D+00 0.409143965D+00 0.227927278D+00 0.956035942D-02 -.715586201D-02
0.164000000D+01 0.357338641D+00 0.408687871D+00 0.222796163D+00 0.957606664D-02 -.716363547D-02
0.164800000D+01 0.356303407D+00 0.408190547D+00 0.217523048D+00 0.959088723D-02 -.717158209D-02
0.165600000D+01 0.355213520D+00 0.407650227D+00 0.212105289D+00 0.960244886D-02 -.718134823D-02
0.166400000D+01 0.354067052D+00 0.407065104D+00 0.206540259D+00 0.961344070D-02 -.718871412D-02
0.167200000D+01 0.352862033D+00 0.406433331D+00 0.200825345D+00 0.962246882D-02 -.720032720D-02
0.168000000D+01 0.351596451D+00 0.405753010D+00 0.194957952D+00 0.962837655D-02 -.721147304D-02
0.168800000D+01 0.350268247D+00 0.405022195D+00 0.188935499D+00 0.963495371D-02 -.722466634D-02
0.169600000D+01 0.348875318D+00 0.404238890D+00 0.182755436D+00 0.964042380D-02 -.723884609D-02
0.170400000D+01 0.347415519D+00 0.403401047D+00 0.176415238D+00 0.964569879D-02 -.725353265D-02
0.171200000D+01 0.345886664D+00 0.402506577D+00 0.169912418D+00 0.965153263D-02 -.726757162D-02
0.172000000D+01 0.344286534D+00 0.401553343D+00 0.163244524D+00 0.965829743D-02 -.727837272D-02
0.172800000D+01 0.342612874D+00 0.400539168D+00 0.156409149D+00 0.966520170D-02 -.728746649D-02
0.173600000D+01 0.340863392D+00 0.399461832D+00 0.149403932D+00 0.967129764D-02 -.729620834D-02
0.174400000D+01 0.339035760D+00 0.398319068D+00 0.142226568D+00 0.967630082D-02 -.730532936D-02
0.175200000D+01 0.337127610D+00 0.397108563D+00 0.134874808D+00 0.968052791D-02 -.731055972D-02
0.176000000D+01 0.335136529D+00 0.395827953D+00 0.127346467D+00 0.968340200D-02 -.731580394D-02
0.176800000D+01 0.333060061D+00 0.394474819D+00 0.119639417D+00 0.968798919D-02 -.732137151D-02
0.177600000D+01 0.330895702D+00 0.393046690D+00 0.111751596D+00 0.969019782D-02 -.732662001D-02
0.178400000D+01 0.328640904D+00 0.391541038D+00 0.103681007D+00 0.968867518D-02 -.732903740D-02
0.179200000D+01 0.326293074D+00 0.389955283D+00 0.954257233D-01 0.968566842D-02 -.732970614D-02
0.180000000D+01 0.323849576D+00 0.388286791D+00 0.869839002D-01 0.967977035D-02 -.732969944D-02
0.180800000D+01 0.321307738D+00 0.386532878D+00 0.783537907D-01 0.967206016D-02 -.732962040D-02
0.181600000D+01 0.318664853D+00 0.384690812D+00 0.695337690D-01 0.966332313D-02 -.732891716D-02
0.182400000D+01 0.315918190D+00 0.382757826D+00 0.605223539D-01 0.965205859D-02 -.732797560D-02
0.183200000D+01 0.313065009D+00 0.380731122D+00 0.513182271D-01 0.964105350D-02 -.732797795D-02
0.184000000D+01 0.310102567D+00 0.378607885D+00 0.419202439D-01 0.962852649D-02 -.732419470D-02
0.184800000D+01 0.307028120D+00 0.376385279D+00 0.323274346D-01 0.961514407D-02 -.732352982D-02
0.185600000D+01 0.303838927D+00 0.374060453D+00 0.225390004D-01 0.960261352D-02 -.731765072D-02
0.186400000D+01 0.300532241D+00 0.371630534D+00 0.125543068D-01 0.959033388D-02 -.730853582D-02
0.187200000D+01 0.297105311D+00 0.369092628D+00 0.237287972D-02 0.957858150D-02 -.729963180D-02
0.188000000D+01 0.293555379D+00 0.366443811D+00 -.800559486D-02 0.956838049D-02 -.729349587D-02
0.188800000D+01 0.289879674D+00 0.363681133D+00 -.185812690D-01 0.955966933D-02 -.728410152D-02
0.189600000D+01 0.286075411D+00 0.360801608D+00 -.293541300D-01 0.955147097D-02 -.727515567D-02
0.190400000D+01 0.282139791D+00 0.357802215D+00 -.403239947D-01 0.954404514D-02 -.726580848D-02
0.191200000D+01 0.278070000D+00 0.354679898D+00 -.514904951D-01 0.953703864D-02 -.725554358D-02
0.192000000D+01 0.273863211D+00 0.351431567D+00 -.628530560D-01 0.952976141D-02 -.724427451D-02
0.192800000D+01 0.269516592D+00 0.348054099D+00 -.744108721D-01 0.952157740D-02 -.723439343D-02
0.193600000D+01 0.265027314D+00 0.344544350D+00 -.861628933D-01 0.951304019D-02 -.722338179D-02
0.194400000D+01 0.260392560D+00 0.340899160D+00 -.981078260D-01 0.950430101D-02 -.721270733D-02
0.195200000D+01 0.255609537D+00 0.337115362D+00 -.110244150D+00 0.949438276D-02 -.720341656D-02
0.196000000D+01 0.250675480D+00 0.333189786D+00 -.122570146D+00 0.948425801D-02 -.719390898D-02
0.196800000D+01 0.245587652D+00 0.329119262D+00 -.135083940D+00 0.947360845D-02 -.718414813D-02
0.197600000D+01 0.240343337D+00 0.324900610D+00 -.147783538D+00 0.946241397D-02 -.717378878D-02
0.198400000D+01 0.234939833D+00 0.320530637D+00 -.160666863D+00 0.945102434D-02 -.716407446D-02
0.199200000D+01 0.229374448D+00 0.316006130D+00 -.173731705D+00 0.943967732D-02 -.715426409D-02
0.200000000D+01 0.223644496D+00 0.311323856D+00 -.186975608D+00 0.942800736D-02 -.714483646D-02
